pass,frame,zoom,game_minutes,residents,demographic_version,influence_revision,influence_changed,frame_ms,setup,sphere,sphere_politics,flat,foliage,flat_politics,sun,markers
4,45,6.12247,525600,21559,32376,3,1,16.8419,0.0017,3.1955,12.805,0,0,0.0006,0.0032,0.289
4,46,6.63765,1440,21559,32518,3,0,10.0818,0.0017,3.1241,4.686,0,0,0.0002,0.0026,0.2871
4,47,7.19528,1440,21559,32660,3,0,7.6629,0.0018,2.7446,4.1547,0,0,0.0001,0.0016,0.2672
4,48,7.79802,1440,21559,32802,3,0,8.4261,0.0015,2.7195,4.3215,0,0,0.0001,0.0023,0.2638
4,49,8.44851,1440,21559,32944,3,0,10.3213,0.0018,2.7657,4.1413,0,0,0.0001,0.0014,0.2364
4,50,9.14942,1440,21559,33086,3,0,7.5159,0.0015,2.6619,4.1445,0,0,0.0001,0.0017,0.2087
4,51,9.90332,1440,21559,33228,3,0,17.9373,0.0044,2.6325,5.1305,0.279,0.0155,8.4304,0.0044,0.2554
4,52,10.7127,1440,21559,33370,3,0,15.9625,0.006,3.4613,4.6438,0.1636,0.0104,5.6721,0.0051,0.3664
4,53,11.58,1440,21559,33512,3,0,18.3087,0.006,4.0507,4.8631,0.2425,0.0075,8.0708,0.0004,0.2769
4,54,12.5074,1440,21559,33654,3,0,18.9243,0.0062,4.2114,4.7842,0.2023,0.0075,8.1635,0.0002,0.2182
4,55,13.4968,1440,21559,33796,3,0,12.267,0.0058,0,0.0001,0.1901,0.0094,10.1821,0.0004,0.1648
4,56,14.5499,1440,21559,33938,3,0,12.2036,0.0067,0,0,0.1727,0.0083,10.3048,0.0002,0.1504
4,57,15.6681,1440,21559,34080,3,0,8.421,0.0058,0,0,0.2124,0.0088,7.0994,0.0004,0.111
4,58,16.8523,1440,21559,34222,3,0,7.5949,0.0039,0,0.0001,0.0939,0.0053,6.1394,0.0001,0.0967
4,59,18.103,1440,21559,34364,3,0,7.6751,0.0043,0,0,0.1094,0.0054,6.2008,0.0004,0.1167
4,60,19.42,1440,21559,34506,3,0,7.5702,0.0043,0,0,0.0887,0.0049,6.1741,0.0002,0.1012
4,61,20.8028,1440,21559,34648,3,0,7.8411,0.004,0,0.0001,0.0773,0.0043,6.3731,0.0003,0.1253
4,62,22.2498,1440,21559,34790,3,0,7.6656,0.0045,0,0,0.078,0.0045,6.2757,0.0001,0.1077
4,63,23.7592,1440,21559,34932,3,0,7.3802,0.004,0,0,0.0731,0.0042,6.4258,0.0002,0.1213
4,64,25.3279,1440,21559,35074,3,0,7.7974,0.0045,0,0.0002,0.0747,0.0044,6.688,0.0002,0.1103
4,65,26.9524,1440,21559,35216,3,0,7.5561,0.0044,0,0,0.0701,0.004,6.2322,0.0002,0.1118
4,66,28.628,1440,21559,35358,3,0,7.5668,0.0062,0,0,0.0676,0.0038,6.2279,0.0001,0.0599
4,67,30.3493,1440,21559,35500,3,0,7.9297,0.0046,0,0,0.0814,0.0044,6.4245,0.0002,0.0593
4,68,32.1099,1440,21559,35642,3,0,7.4568,0.0042,0,0,0.0777,0.0029,6.1638,0.0001,0.0606
4,69,33.9025,1440,21559,35784,3,0,8.4781,0.0032,0,0.0001,0.0488,0.0027,6.3331,0.0001,0.0732
4,70,35.7189,1440,21559,35926,3,0,7.663,0.0043,0,0.0001,0.0496,0.003,6.2321,0.0002,0.0799
4,71,37.55,1440,21559,36068,3,0,7.5936,0.0045,0,0,0.0547,0.0035,6.5472,0.0005,0.0831
4,72,39.3859,1440,21559,36210,3,0,7.3659,0.0044,0,0,0.0551,0.0034,6.2051,0.0003,0.0696
4,73,41.2159,1440,21559,36352,3,0,7.2258,0.0053,0,0,0.0514,0.003,6.1448,0.0001,0.0584
4,74,43.0287,1440,21559,36494,3,0,7.2575,0.0032,0,0,0.0476,0.0028,6.1938,0.0001,0.07
4,75,44.8122,1440,21559,36636,3,0,7.5841,0.0061,0,0.0001,0.0653,0.0033,6.1811,0.0002,0.0751
4,76,46.5543,1440,21559,36778,3,0,8.7511,0.0055,0,0.0001,0.0694,0.003,6.1766,0.0003,0.0687
4,77,48.2421,1440,21559,36920,3,0,7.6131,0.004,0,0,0.0483,0.0028,6.3185,0.0004,0.0706
4,78,49.8629,1440,21559,37062,3,0,7.6561,0.0039,0,0,0.041,0.0028,6.5855,0.0004,0.0764
4,79,51.4039,1440,21559,37204,3,0,7.5489,0.0043,0,0,0.0413,0.0032,6.2682,0.0001,0.0642
4,80,52.8524,1440,21559,37346,3,0,8.8362,0.0035,0,0,0.0405,0.003,7.5237,0.0003,0.0672
4,81,54.1964,1440,21559,37488,3,0,7.152,0.0042,0,0,0.0396,0.0031,6.1797,0.0001,0.0584
4,82,55.424,1440,21559,37630,3,0,7.0748,0.0032,0,0.0001,0.0356,0.0026,6.1834,0.0002,0.0589
4,83,56.5243,1440,21559,37772,3,0,7.1131,0.0035,0,0,0.0382,0.0028,6.1269,0.0002,0.0619
4,84,57.4875,1440,21559,37914,3,0,7.8032,0.0039,0,0,0.0367,0.0025,6.104,0,0.0527
4,85,58.3045,1440,21559,38056,3,0,8.8382,0.0035,0,0,0.04,0.0023,7.2705,0.0003,0.1063
4,86,58.9677,1440,21559,38198,3,0,11.1975,0.0055,0,0.0001,0.06,0.0038,10.093,0.0001,0.089
4,87,59.4707,1440,21559,38340,3,0,11.7408,0.0049,0,0,0.0573,0.0034,10.2109,0.0002,0.079
4,88,59.8088,1440,21559,38482,3,0,11.6396,0.0048,0,0.0001,0.0592,0.0033,10.2794,0.0004,0.1018
4,89,59.9787,1440,21559,38624,3,0,14.2024,0.0121,0,0.0002,0.0617,0.0032,10.2642,0.0003,0.0999
4,90,59.9787,525600,21701,38766,4,1,25.0676,0.0063,0,0.0001,0.0637,0.0031,23.5224,0.0003,0.1034
4,91,59.8088,1440,21701,38908,4,0,10.3898,0.007,0,0.0002,0.0663,0.0037,8.9922,0.0002,0.0718
4,92,59.4707,1440,21701,39050,4,0,7.8159,0.0041,0,0,0.0445,0.0028,6.1751,0.0001,0.0556
4,93,58.9677,1440,21701,39192,4,0,8.6823,0.0035,0,0,0.039,0.0026,7.1362,0.0004,0.0964
4,94,58.3045,1440,21701,39334,4,0,9.5613,0.006,0,0.0001,0.061,0.0033,8.1029,0.0004,0.0925
4,95,57.4875,1440,21701,39476,4,0,11.9134,0.0058,0,0.0001,0.0607,0.0033,10.2965,0.0001,0.0952
4,96,56.5243,1440,21701,39618,4,0,11.3961,0.0059,0,0.0001,0.0594,0.0037,9.8263,0.0002,0.1051
4,97,55.424,1440,21701,39760,4,0,11.7381,0.0078,0,0.0001,0.0757,0.0038,7.9761,0.0004,0.0854
4,98,54.1964,1440,21701,39902,4,0,7.5693,0.0047,0,0.0002,0.0433,0.0031,6.2851,0.0001,0.0609
4,99,52.8524,1440,21701,40044,4,0,7.5725,0.0036,0,0,0.0397,0.0024,6.1364,0.0004,0.0769
4,100,51.4039,1440,21701,40186,4,0,7.1645,0.007,0,0.0001,0.0685,0.0046,6.1363,0.0001,0.0578
4,101,49.8629,1440,21701,40328,4,0,7.5561,0.0031,0,0,0.0346,0.0024,6.2677,0.0002,0.0685
4,102,48.2421,1440,21701,40470,4,0,7.2484,0.004,0,0.0002,0.0437,0.0025,6.2328,0.0001,0.0672
4,103,46.5543,1440,21701,40612,4,0,7.4582,0.004,0,0.0001,0.0454,0.0025,6.3949,0.0003,0.0637
4,104,44.8122,1440,21701,40754,4,0,7.3922,0.0037,0,0.0001,0.0433,0.0027,6.0973,0.0001,0.0608
4,105,43.0287,1440,21701,40896,4,0,8.2076,0.003,0,0,0.0411,0.0025,6.2286,0.0001,0.0557
4,106,41.2159,1440,21701,41038,4,0,7.4579,0.0028,0,0,0.0401,0.0022,6.191,0.0001,0.056
4,107,39.3859,1440,21701,41180,4,0,8.4741,0.0033,0,0,0.0441,0.0029,6.2563,0.0002,0.0545
4,108,37.55,1440,21701,41322,4,0,7.3236,0.0034,0,0.0001,0.043,0.0026,6.0675,0,0.0572
4,109,35.7189,1440,21701,41464,4,0,7.4261,0.0035,0,0,0.0465,0.0029,6.1844,0,0.0565
4,110,33.9025,1440,21701,41606,4,0,7.2666,0.0031,0,0,0.049,0.003,6.202,0.0002,0.0655
4,111,32.1099,1440,21701,41748,4,0,7.0189,0.0033,0,0.0001,0.0571,0.0033,6.0342,0,0.0516
4,112,30.3493,1440,21701,41890,4,0,7.3135,0.0026,0,0.0001,0.0501,0.0027,6.0892,0,0.0556
4,113,28.628,1440,21701,42032,4,0,7.0207,0.0035,0,0,0.0636,0.0029,6.0512,0,0.053
4,114,26.9524,1440,21701,42174,4,0,7.3946,0.003,0,0,0.0609,0.0026,6.1853,0.0001,0.0945
4,115,25.3279,1440,21701,42316,4,0,7.1986,0.0033,0,0,0.0633,0.0024,6.2,0,0.0926
4,116,23.7592,1440,21701,42458,4,0,8.1224,0.0027,0,0,0.0605,0.0031,6.5241,0,0.0954
4,117,22.2498,1440,21701,42600,4,0,8.1025,0.0037,0,0,0.0906,0.0039,6.6595,0.0003,0.122
4,118,20.8028,1440,21701,42742,4,0,8.6705,0.0043,0,0,0.1249,0.0056,7.1726,0.0003,0.105
4,119,19.42,1440,21701,42884,4,0,8.0516,0.0054,0,0.0001,0.1234,0.0056,6.6567,0.0002,0.1139
4,120,18.103,1440,21701,43026,4,0,9.1099,0.0039,0,0.0001,0.0956,0.005,7.5234,0.0001,0.1427
4,121,16.8523,1440,21701,43168,4,0,7.6543,0.0037,0,0.0001,0.0906,0.0057,6.2297,0.0001,0.0974
4,122,15.6681,1440,21701,43310,4,0,8.3014,0.0038,0,0.0001,0.1007,0.0055,6.2085,0,0.0924
4,123,14.5499,1440,21701,43452,4,0,7.502,0.0035,0,0,0.101,0.006,6.0855,0.0002,0.1063
4,124,13.4968,1440,21701,43594,4,0,11.641,0.006,0,0,0.1828,0.0094,9.841,0.0002,0.1485
4,125,12.5074,1440,21701,43736,4,0,18.5676,0.0055,4.068,4.8528,0.2016,0.0074,7.744,0.0003,0.2102
4,126,11.58,1440,21701,43878,4,0,18.0261,0.0058,4.2117,4.8464,0.2151,0.007,7.7305,0.0001,0.2573
4,127,10.7127,1440,21701,44020,4,0,19.5214,0.0055,4.2932,4.8728,0.2401,0.0096,7.7052,0.0036,0.7433
4,128,9.90332,1440,21701,44162,4,0,18.1551,0.0064,4.2324,4.9414,0.2716,0.015,7.7048,0.0026,0.2446
4,129,9.14942,1440,21701,44304,4,0,10.3421,0.0057,4.2662,5.0403,0,0,0.0002,0.0021,0.2881
4,130,8.44851,1440,21701,44446,4,0,12.2051,0.0053,4.3126,5.0942,0,0,0.0001,0.0018,0.3335
4,131,7.79802,1440,21701,44588,4,0,10.3666,0.0024,4.1513,5.1336,0,0,0.0002,0.0023,0.3399
4,132,7.19528,1440,21701,44730,4,0,10.3458,0.0027,4.1242,5.1023,0,0,0.0001,0.0026,0.3758
4,133,6.63765,1440,21701,44872,4,0,12.429,0.0026,5.0059,5.0756,0,0,0.0001,0.002,0.3661
4,134,6.12247,1440,21701,45014,4,0,8.1167,0.0017,3.1638,4.2005,0,0,0.0001,0.0013,0.2541
4,135,5.64713,525600,21843,45156,5,1,19.4442,0.0014,3.6181,14.5756,0,0,0.0002,0.0035,0.4731
4,136,5.20909,1440,21843,45298,5,0,13.9244,0.0022,6.0684,5.672,0,0,0.0002,0.0028,0.5605
4,137,4.80587,1440,21843,45440,5,0,15.6141,0.0026,7.4006,5.8093,0,0,0.0002,0.0029,0.7023
4,138,4.43507,1440,21843,45582,5,0,16.2511,0.0029,7.765,5.8854,0,0,0.0001,0.0031,0.8077
4,139,4.0944,1440,21843,45724,5,0,17.4333,0.0026,8.3115,6.1017,0,0,0.0001,0.0025,1.0914
4,140,3.78168,1440,21843,45866,5,0,11.8414,0.0026,4.4577,4.1297,0,0,0.0003,0.0026,1.4229
4,141,3.49483,1440,21843,46008,5,0,13.5835,0.0025,4.4414,4.1718,0,0,0.0002,0.0027,1.9158
4,142,3.23189,1440,21843,46150,5,0,11.5171,0.0027,2.6882,4.517,0,0,0.0001,0.0019,2.4611
4,143,2.99101,1440,21843,46292,5,0,13.6518,0.0017,4.109,4.6382,0,0,0.0002,0.0024,2.9577
4,144,2.77047,1440,21843,46434,5,0,14.4501,0.0027,4.4979,4.6736,0,0,0.0002,0.0021,3.2312
4,145,2.56862,1440,21843,46576,5,0,14.665,0.0026,4.2771,4.6457,0,0,0.0001,0.0022,3.6443
4,146,2.38398,1440,21843,46718,5,0,14.8015,0.0028,4.2905,4.7292,0,0,0.0005,0.0019,3.9652
4,147,2.21512,1440,21843,46860,5,0,11.4859,0.0032,3.1346,3.8304,0,0,0.0001,0.0011,2.9233
4,148,2.06075,1440,21843,47002,5,0,13.9184,0.0017,2.4658,4.7671,0,0,0.0003,0.002,4.8875
4,149,1.91967,1440,21843,47144,5,0,19.6862,0.0026,4.297,4.9422,0,0,0.0003,0.0036,5.0338
4,150,1.79076,1440,21843,47286,5,0,7.1757,0.0023,2.52,3.9373,0,0,0.0001,0.0011,0.0017
4,151,1.67299,1440,21843,47428,5,0,7.0069,0.0014,2.4504,3.9319,0,0,0,0.0011,0.0012
4,152,1.56543,1440,21843,47570,5,0,7.1864,0.0012,2.4721,3.9024,0,0,0.0002,0.0009,0.0012
4,153,1.46721,1440,21843,47712,5,0,7.5385,0.0012,2.4573,3.8898,0,0,0.0001,0.001,0.0012
4,154,1.37755,1440,21843,47854,5,0,9.3288,0.0011,2.7771,5.0551,0,0,0.0003,0.0027,0.0042
4,155,1.2957,1440,21843,47996,5,0,9.6345,0.0027,3.5425,4.4602,0,0,0.0002,0.0022,0.0032
4,156,1.22103,1440,21843,48138,5,0,11.3421,0.0027,4.5091,5.1784,0,0,0.0003,0.0025,0.0033
4,157,1.15292,1440,21843,48280,5,0,10.9289,0.0029,4.4979,5.1351,0,0,0.0003,0.0026,0.0034
4,158,1.09082,1440,21843,48422,5,0,11.4267,0.0024,4.5329,5.0297,0,0,0.0001,0.0016,0.0026
4,159,1.03424,1440,21843,48564,5,0,10.9288,0.0022,4.4872,4.9976,0,0,0.0002,0.0023,0.0037
4,160,0.982714,1440,21843,48706,5,0,11.4156,0.0024,4.503,4.967,0,0,0.0002,0.0023,0.0033
4,161,0.935842,1440,21843,48848,5,0,11.1728,0.0027,4.4948,4.9369,0,0,0.0002,0.0018,0.0024
4,162,0.893248,1440,21843,48990,5,0,11.155,0.0024,4.4815,4.9143,0,0,0.0001,0.0022,0.003
4,163,0.854596,1440,21843,49132,5,0,11.3417,0.0027,4.4876,5.1879,0,0,0.0002,0.0022,0.0031
4,164,0.819581,1440,21843,49274,5,0,10.9297,0.0023,4.4774,4.9358,0,0,0.0002,0.0017,0.0023
4,165,0.787932,1440,21843,49416,5,0,13.6688,0.0024,4.4768,4.9219,0,0,0.0002,0.002,0.0028
4,166,0.759401,1440,21843,49558,5,0,9.6908,0.0028,4.496,4.1018,0,0,0.0002,0.0012,0.0022
4,167,0.73377,1440,21843,49700,5,0,7.917,0.0018,2.6302,4.0932,0,0,0.0001,0.001,0.0012
4,168,0.710842,1440,21843,49842,5,0,8.0635,0.0016,2.5569,4.0412,0,0,0.0002,0.0011,0.0013
4,169,0.690442,1440,21843,49984,5,0,7.8847,0.0015,2.5979,3.9701,0,0,0.0001,0.0008,0.0031
4,170,0.672417,1440,21843,50126,5,0,8.1295,0.0013,2.5762,4.038,0,0,0.0002,0.0009,0.0017
4,171,0.65663,1440,21843,50268,5,0,7.7292,0.0015,2.4903,3.9434,0,0,0.0001,0.001,0.0012
4,172,0.642964,1440,21843,50410,5,0,9.5595,0.0015,2.4553,3.9914,0,0,0.0002,0.0014,0.0018
4,173,0.631317,1440,21843,50552,5,0,7.9351,0.0015,2.5397,3.9996,0,0,0,0.0015,0.0036
4,174,0.621603,1440,21843,50694,5,0,8.9185,0.0014,2.4498,4.6629,0,0,0.0002,0.0018,0.0036
4,175,0.613751,1440,21843,50836,5,0,11.1935,0.0024,4.4749,5.039,0,0,0.0001,0.0018,0.0024
4,176,0.607702,1440,21843,50978,5,0,10.9122,0.0027,4.4078,5.3646,0,0,0.0002,0.0024,0.0033
4,177,0.603413,1440,21843,51120,5,0,10.4437,0.0025,3.519,5.0438,0,0,0.0002,0.0026,0.0045
4,178,0.600852,1440,21843,51262,5,0,11.3581,0.0036,4.4277,4.9573,0,0,0.0002,0.0018,0.0025
4,179,0.6,1440,21843,51404,5,0,9.9171,0.0025,4.2216,4.3173,0,0,0.0001,0.001,0.0015
