pass,frame,zoom,frame_ms,setup,sphere,sphere_politics,flat,foliage,flat_politics,sun,markers
1,66,28.628,5.1867,0.0035,0,0.0001,0.0409,0.002,3.9522,0.0001,0.0508
1,67,30.3493,6.7891,0.0118,0,0.0002,0.0894,0.0045,6.1197,0.0002,0.0711
1,68,32.1099,5.1371,0.0037,0,0,0.0428,0.0035,3.9584,0,0.0505
1,69,33.9025,4.7918,0.0026,0,0.0001,0.0371,0.0016,3.9263,0.0001,0.0487
1,70,35.7189,7.487,0.0024,0,0,0.031,0.0012,3.9301,0.0001,0.0488
1,71,37.55,5.0021,0.0029,0,0,0.0316,0.0011,3.9167,0,0.0509
1,72,39.3859,4.8389,0.0025,0,0,0.031,0.0013,3.9358,0,0.0498
1,73,41.2159,5.5785,0.0035,0,0,0.0336,0.0015,4.5559,0.0002,0.0545
1,74,43.0287,4.7324,0.0029,0,0,0.0316,0.0012,3.8824,0,0.048
1,75,44.8122,4.7367,0.0025,0,0,0.0278,0.001,3.9196,0.0001,0.047
1,76,46.5543,5.0917,0.0025,0,0,0.0276,0.001,3.9475,0.0001,0.0495
1,77,48.2421,4.7363,0.0025,0,0.0001,0.0285,0.001,3.9151,0.0001,0.0468
1,78,49.8629,5.2787,0.0024,0,0,0.0234,0.0012,3.9363,0,0.0461
1,79,51.4039,4.7613,0.0025,0,0,0.0223,0.0009,3.9281,0.0001,0.049
1,80,52.8524,5.005,0.0024,0,0,0.023,0.001,3.9151,0.0001,0.0477
1,81,54.1964,4.7624,0.0024,0,0,0.023,0.0009,3.9256,0,0.046
1,82,55.424,5.7296,0.0023,0,0,0.0225,0.0009,3.977,0,0.0456
1,83,56.5243,5.1604,0.0033,0,0.0001,0.0291,0.0014,3.9953,0.0001,0.0542
1,84,57.4875,5.0817,0.0028,0,0,0.0248,0.0013,3.981,0,0.0477
1,85,58.3045,4.6639,0.0024,0,0,0.0219,0.0009,3.93,0,0.0469
1,86,58.9677,5.0809,0.0032,0,0,0.0269,0.0012,3.9333,0,0.0527
1,87,59.4707,5.093,0.0027,0,0.0001,0.0245,0.0012,3.9808,0,0.0462
1,88,59.8088,5.061,0.0024,0,0.0001,0.0223,0.001,3.9527,0.0001,0.0456
1,89,59.9787,5.0409,0.0041,0,0,0.042,0.0028,3.9854,0.0002,0.0602
1,90,59.9787,4.6348,0.0088,0,0.0001,0.057,0.0031,4.0277,0.0002,0.0654
1,91,59.8088,5.166,0.0032,0,0,0.0277,0.0022,4.0231,0,0.0503
1,92,59.4707,7.0752,0.0026,0,0.0001,0.0258,0.001,3.9523,0.0001,0.0467
1,93,58.9677,4.9619,0.0022,0,0.0001,0.023,0.0009,3.972,0,0.0487
1,94,58.3045,5.0867,0.0025,0,0,0.0235,0.0009,3.9769,0,0.0474
1,95,57.4875,7.6203,0.0024,0,0,0.0235,0.001,4.0022,0.0001,0.0452
